ClassName,FilePath,FolderGroup,AIType,FightMode,RangePerception,RangeFight,ActiveSpeed,PassiveSpeed,ControlSlots,MinTameSkill,Fame,Karma,VirtualArmor,Tamable,HitsMin,HitsMax,StamMin,StamMax,ManaMin,ManaMax,DamageMin,DamageMax,StrMin,StrMax,DexMin,DexMax,IntMin,IntMax,DamageTypePhysical,DamageTypeFire,DamageTypeCold,DamageTypePoison,DamageTypeEnergy,ResistPhysicalMin,ResistPhysicalMax,ResistFireMin,ResistFireMax,ResistColdMin,ResistColdMax,ResistPoisonMin,ResistPoisonMax,ResistEnergyMin,ResistEnergyMax,FavoriteFood,HideType,SkinType,Alchemy_Min,Alchemy_Max,Anatomy_Min,Anatomy_Max,Druidism_Min,Druidism_Max,Mercantile_Min,Mercantile_Max,ArmsLore_Min,ArmsLore_Max,Parry_Min,Parry_Max,Begging_Min,Begging_Max,Blacksmith_Min,Blacksmith_Max,Bowcraft_Min,Bowcraft_Max,Peacemaking_Min,Peacemaking_Max,Camping_Min,Camping_Max,Carpentry_Min,Carpentry_Max,Cartography_Min,Cartography_Max,Cooking_Min,Cooking_Max,Searching_Min,Searching_Max,Discordance_Min,Discordance_Max,Psychology_Min,Psychology_Max,Healing_Min,Healing_Max,Seafaring_Min,Seafaring_Max,Forensics_Min,Forensics_Max,Herding_Min,Herding_Max,Hiding_Min,Hiding_Max,Provocation_Min,Provocation_Max,Inscribe_Min,Inscribe_Max,Lockpicking_Min,Lockpicking_Max,Magery_Min,Magery_Max,MagicResist_Min,MagicResist_Max,Tactics_Min,Tactics_Max,Snooping_Min,Snooping_Max,Musicianship_Min,Musicianship_Max,Poisoning_Min,Poisoning_Max,Marksmanship_Min,Marksmanship_Max,Spiritualism_Min,Spiritualism_Max,Stealing_Min,Stealing_Max,Tailoring_Min,Tailoring_Max,Taming_Min,Taming_Max,Tasting_Min,Tasting_Max,Tinkering_Min,Tinkering_Max,Tracking_Min,Tracking_Max,Veterinary_Min,Veterinary_Max,Swords_Min,Swords_Max,Bludgeoning_Min,Bludgeoning_Max,Fencing_Min,Fencing_Max,FistFighting_Min,FistFighting_Max,Lumberjacking_Min,Lumberjacking_Max,Mining_Min,Mining_Max,Meditation_Min,Meditation_Max,Stealth_Min,Stealth_Max,RemoveTrap_Min,RemoveTrap_Max,Necromancy_Min,Necromancy_Max,Focus_Min,Focus_Max,Knightship_Min,Knightship_Max,Bushido_Min,Bushido_Max,Ninjitsu_Min,Ninjitsu_Max,Elementalism_Min,Elementalism_Max,Mysticism_Min,Mysticism_Max,Imbuing_Min,Imbuing_Max,Throwing_Min,Throwing_Max
DiseasedMummy,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\DiseasedMummy.cs,Undead,AI_Melee,Closest,10,1,0.4,0.8,,,4000,-4000,50,False,208,222,,,,,13,23,346,370,71,90,26,40,40,0,60,0,0,45,55,10,20,50,60,20,30,20,30,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,40.0,35.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dracolich,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\Dracolich.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,22500,-22500,80,False,558,599,,,,,29,35,898,1030,68,200,488,620,75,25,0,0,0,75,80,40,60,40,60,70,80,40,60,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,100.0,100.3,130.0,97.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dracula,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\Dracula.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,22500,-22500,70,False,350,400,,,,,29,35,1096,1185,86,175,686,775,75,25,0,0,0,65,75,80,90,70,80,60,70,60,70,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,100.0,100.5,150.0,97.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,100.0,0.0,0.0,0.0,0.0,52.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DragonGhost,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\DragonGhost.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,15000,-15000,60,False,478,495,,,,,16,22,796,825,86,105,436,475,75,0,0,25,0,55,65,60,70,30,40,25,35,35,45,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,40.0,99.1,100.0,97.6,100.0,0.0,0.0,0.0,0.0,90.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FrailSkeleton,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\FrailSkeleton.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,200,-200,4,False,24,38,,,,,1,5,26,40,26,35,6,10,100,0,0,0,0,15,20,5,10,25,40,25,35,5,15,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,60.0,45.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FrozenCorpse,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\FrozenCorpse.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,1200,-1200,36,False,56,84,,,,,10,20,92,140,62,100,52,80,40,0,60,0,0,15,20,0,0,95,100,5,10,0,0,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,40.0,35.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GargoyleBones,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GargoyleBones.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,3000,-3000,40,False,118,150,,,,,8,18,196,250,76,95,36,60,40,0,60,0,0,35,45,20,30,50,60,20,30,30,40,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,80.0,85.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GhostGargoyle,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GhostGargoyle.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,3500,-3500,32,False,88,105,,,,,7,14,146,175,76,95,81,105,100,0,0,0,0,30,35,25,35,5,10,15,25,0,0,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,85.0,70.1,85.0,50.1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghostly,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\Ghostly.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,8000,-8000,50,False,103,120,,,,,24,26,171,200,126,145,276,305,10,0,40,0,50,40,60,20,30,50,60,55,65,40,50,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,80.0,80.1,100.0,70.1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1,95.0,0.0,0.0,0.0,0.0,89.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GhostPirate,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GhostPirate.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,1000,-1000,18,False,,,,,,,10,23,86,100,81,95,61,75,100,0,0,0,0,15,20,0,0,20,30,5,10,0,0,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,87.5,65.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,87.5,65.0,87.5,66.0,97.5,15.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GhostWarrior,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GhostWarrior.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,1000,-1000,18,False,,,,,,,10,23,86,100,81,95,61,75,100,0,0,0,0,15,20,0,0,20,30,5,10,0,0,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,87.5,65.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,87.5,65.0,87.5,66.0,97.5,15.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GhostWizard,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GhostWizard.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,2500,-2500,16,False,49,63,,,,,5,10,81,105,91,115,96,120,100,0,0,0,0,15,20,5,10,0,0,5,10,5,10,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1,100.0,75.0,97.5,65.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghoul,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\Ghoul.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,2500,-2500,28,False,46,60,,,0,0,7,9,76,100,76,95,36,60,100,0,0,0,0,25,30,0,0,20,30,5,10,10,20,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,60.0,45.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GiantSkeleton,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GiantSkeleton.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,4500,-4500,48,False,202,231,,,0,0,7,23,336,385,96,115,31,55,100,0,0,0,0,45,50,30,40,25,35,50,60,30,40,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,105.0,80.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GraveSeeker,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GraveSeeker.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,5000,-5000,30,False,200,200,,,0,0,8,15,146,170,116,135,16,30,40,0,0,60,0,25,35,10,20,10,20,60,80,10,20,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.1,100.0,95.1,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.1,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GrundulVarg,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\GrundulVarg.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,10000,-10000,20,False,200,300,,,,,8,10,386,400,151,165,161,175,100,0,0,0,0,35,45,25,30,25,30,10,20,10,20,None,,,0.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,92.5,125.0,125.0,0.0,0.0,0.0,0.0,60.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IceGhoul,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\IceGhoul.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,2500,-2500,28,False,46,60,,,0,0,7,9,76,100,76,95,36,60,50,0,50,0,0,25,30,0,0,60,80,5,10,10,20,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,60.0,45.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kull,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\Kull.cs,Undead,AI_Melee,Closest,10,1,0.2,0.4,,,10000,-10000,20,False,200,300,,,,,8,10,386,400,151,165,161,175,100,0,0,0,0,35,45,25,30,25,30,10,20,10,20,None,,,0.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,92.5,125.0,125.0,0.0,0.0,0.0,0.0,60.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lich,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\Lich.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,8000,-8000,50,False,103,120,,,,,24,26,171,200,126,145,276,305,10,0,40,0,50,40,60,20,30,50,60,55,65,40,50,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,80.0,80.1,100.0,70.1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1,95.0,0.0,0.0,0.0,0.0,89.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LichKing,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Undead\LichKing.cs,Undead,AI_Mage,Closest,10,1,0.2,0.4,,,28000,-28000,60,False,660,695,,,,,29,35,316,405,196,215,1066,1145,20,0,40,0,40,65,75,35,40,60,70,60,70,35,40,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.1,130.0,175.2,200.0,90.1,100.0,0.0,0.0,0.0,0.0,100.1,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1,100.0,0.0,0.0,0.0,0.0,100.1,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
